wavelength_nm,flux
400.68225,-6.6401334
400.77454,-0.076343946
400.86682,-10.979155
400.95914,20.825094
401.05145,28.496809
401.14383,-8.067656
401.2362,10.601753
401.3286,-1.7694048
401.42102,2.9425406
401.51346,8.204386
401.60593,5.614871
401.69843,9.315548
401.79092,7.6011806
401.88345,5.8042397
401.97598,-0.6082977
402.06854,13.919782
402.16116,11.508282
402.25375,2.6010616
402.34637,16.781466
402.43903,-1.8363849
402.5317,18.096813
402.62442,-2.64011
402.71713,2.974776
402.80988,0.41977504
402.90265,5.630472
402.99542,28.159166
403.08823,8.07562
403.18106,6.853149
403.2739,3.5148623
403.36676,13.743726
403.45966,8.046729
403.55255,7.3643446
403.6455,-0.16023777
403.73846,10.112181
403.83142,12.870809
403.9244,5.990038
404.01743,-7.877448
404.11047,19.765842
404.20355,0.8867662
404.29663,10.885553
404.3897,4.8237667
404.48285,27.971766
404.576,0.3347403
404.66916,-0.13803744
404.76236,7.6986313
404.85556,10.402651
404.9488,9.427495
405.04205,2.4060955
405.1353,3.8848493
405.2286,30.237005
405.32196,14.262468
405.41528,2.085024
405.50864,15.366164
405.60202,21.935482
405.69543,21.511026
405.78885,6.1633515
405.8823,12.036075
405.97577,18.687687
406.06927,5.5412273
406.16278,11.649931
406.2563,8.500552
406.34985,1.3393013
406.44342,4.102201
406.53705,9.882344
406.63065,18.279684
406.7243,12.393141
406.81793,4.081424
406.91165,8.34306
407.00534,16.689457
407.09906,2.4227386
407.1928,7.6656785
407.2866,10.275198
407.38037,-4.8176603
407.47418,-2.053587
407.56805,7.0009894
407.6619,10.864263
407.75577,5.2707458
407.84967,-0.27358532
407.94357,5.8977737
408.03754,7.0972834
408.1315,7.3054323
408.2255,11.14425
408.3195,6.0067706
408.4135,14.7533245
408.50757,12.809484
408.60162,16.015509
408.69574,5.924362
408.78986,20.378153
408.88397,9.006381
408.97815,7.0058017
409.07233,20.731533
409.16653,1.461619
409.26077,-5.497199
409.355,3.9976778
409.44928,6.613999
409.54358,11.318303
409.63788,3.9903505
409.73224,12.343557
409.82657,9.833886
409.92096,13.738318
410.01532,-10.086505
410.10977,5.418552
410.2042,2.0258913
410.29868,16.711126
410.39316,9.5296135
410.48764,11.21134
410.58218,1.8925372
410.67676,24.898233
410.77133,-6.439569
410.8659,-1.2465979
410.96054,1.8838725
411.05518,18.663612
411.1498,0.34985822
411.24454,23.226534
411.3392,1.6535556
411.43393,23.001684
411.52866,-2.882038
411.62344,18.652216
411.71826,12.984641
411.81305,-3.078041
411.9079,5.9193573
412.00275,5.2286158
412.0976,-3.0559926
412.19254,9.564382
412.28745,-6.0018806
412.3824,13.27689
412.47736,-10.652161
412.57236,7.552952
412.66733,5.51003
412.7624,7.7761936
412.85742,8.622181
412.95248,15.499981
413.0476,5.471871
413.14273,11.822998
413.23788,7.737643
413.333,13.1699505
413.42822,10.1316805
